ParticipantID,ParticipantSex,ParticipantAge,MMS1,MMS2,MMS3,MMS4,MMS5rc,MMS6rc,MMS7,MMS8,MMS9rc,MMS10,MMS11,MMS12,MMS13,MMS14rc,MMS15rc,MMS16,MMS17,MMS18,MMS19,MMS20,MMS21,MMS22,MMS23,MMS24,MMS25rc,MMS26,MMS27rc,MMS28,MMS29,MMS30,MMS31,MMS32,MMS33,MMS34rc,MMS35,MMS36,MMS37,MMS38,MMS39,MMS40rc,MMS41,MMS42,MMS43,MMS44,MMS45,MMS46,MMS47,MMS48,MMS49,MMS50,MMS51,MMS52,MMS53,MMS54,MMS55,MMS56rc,MMS57rc,MMS58,MMS59,MMS60,MMS61,MMS62,MMS63,MMS64,MMS65,MMS66,MMS67,MMS68rc,MMS69,MMS70rc,MMS71,MMS72,MMS73,MMS74,MMS75rc,MMS76,MMS77,MMS78,MMS79
220,1,34,5,4,4,5,4,5,4,6,2,6,6,5,6,2,4,7,2,6,4,6,5,4,6,4,3,6,2,5,6,6,6,4,6,2,4,6,6,6,6,6,4,5,5,3,5,4,3,4,1,3,6,6,6,5,5,4,5,3,1,2,3,3,3,3,1,2,6,7,1,7,6,5,1,1,5,1,2,3,2
222,1,34,2,6,2,2,7,7,2,6,7,6,1,4,3,1,6,5,7,2,4,1,4,4,6,2,4,3,1,1,1,1,6,2,7,1,6,1,1,4,1,1,6,1,4,4,1,4,2,6,1,2,2,1,1,1,6,4,4,6,6,4,4,7,4,1,4,1,4,4,1,1,1,1,6,2,1,1,4,7,1
231,1,34,2,2,6,3,3,6,6,6,3,4,4,3,3,4,3,3,4,3,5,3,3,4,5,4,5,5,4,3,5,5,4,5,5,5,4,3,3,4,3,3,5,5,5,3,3,5,4,3,5,2,6,3,3,4,5,4,5,4,4,5,3,5,2,3,4,3,4,3,4,3,3,4,3,5,2,2,2,2,2
257,1,34,5,2,6,4,1,4,5,1,3,1,7,3,7,2,2,5,3,5,3,6,1,4,5,2,7,4,5,3,6,5,1,5,3,2,1,1,7,2,1,5,4,3,1,2,3,4,4,3,2,4,5,5,5,2,2,1,3,3,5,5,5,3,1,4,4,1,2,1,6,2,3,4,5,3,7,1,1,5,2
39,2,33,3,2,6,7,1,1,2,1,6,1,6,3,7,4,3,2,2,5,6,6,2,6,2,2,4,6,6,2,6,2,2,2,6,2,2,2,6,2,2,6,4,6,1,1,3,2,3,1,2,2,5,6,6,1,2,2,3,1,7,6,2,2,3,2,2,5,2,2,5,3,6,5,4,2,3,4,2,2,2
44,2,33,1,1,7,5,1,1,4,1,3,1,7,1,7,1,2,6,2,1,1,4,1,4,1,1,7,6,7,1,1,1,1,1,6,3,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,6,2,2,1,1,2,1,1,4,5,1,1,1,1,1,1,1,1,1,7,1,1,1,1,2,1,1,1,1
67,2,33,5,3,7,6,1,4,4,1,6,2,6,4,7,2,3,6,1,2,6,4,1,4,2,2,4,5,4,1,5,1,1,2,6,3,1,4,6,3,1,6,4,6,1,3,3,1,6,1,2,1,6,5,6,2,2,2,2,2,5,5,3,1,2,2,3,1,4,4,3,3,5,5,4,2,4,3,2,4,1
76,2,33,2,6,5,4,4,4,4,4,3,3,4,4,5,2,1,4,4,4,5,4,3,4,3,4,4,4,5,1,2,1,4,4,6,1,4,4,4,4,2,4,4,2,4,4,4,4,3,3,1,1,2,4,4,4,2,1,3,4,7,5,2,4,2,2,4,4,6,4,5,2,1,5,4,3,3,1,4,6,2
77,2,33,5,1,6,6,1,1,1,1,4,1,7,2,6,1,3,7,3,3,6,2,1,5,2,2,5,5,2,1,5,2,2,5,7,3,1,3,5,2,1,4,6,3,1,2,5,5,6,1,2,2,5,6,7,2,1,3,2,1,7,6,1,1,1,1,2,1,2,2,6,3,6,5,5,5,3,2,2,5,1
86,2,33,5,3,5,3,1,3,5,1,6,3,7,3,6,2,3,2,2,5,6,5,1,7,2,2,4,6,5,2,2,2,1,5,6,5,1,2,7,2,3,5,2,3,1,2,2,2,6,2,2,2,5,2,6,1,2,2,1,2,7,7,5,1,2,2,2,2,5,3,5,6,2,5,3,1,6,1,2,2,2
95,2,33,2,1,6,6,2,3,2,2,3,2,6,3,6,2,2,4,3,2,6,4,1,4,2,2,4,3,4,2,2,2,2,2,5,3,2,2,6,2,2,4,2,4,2,2,2,2,5,4,2,2,6,4,6,2,2,3,2,3,5,6,2,2,2,2,2,2,3,4,5,4,6,6,3,3,3,2,2,4,2
152,1,33,1,1,6,1,2,6,1,1,5,3,7,6,6,7,5,4,1,4,4,5,1,6,5,1,7,6,4,1,4,1,1,1,5,4,1,1,5,1,1,2,4,6,1,1,2,3,5,1,1,1,6,1,4,1,1,2,2,1,4,6,1,1,1,1,1,1,1,3,1,7,1,1,5,1,3,1,1,1,1
157,1,33,2,2,7,5,2,4,4,1,4,1,5,6,7,4,3,7,6,6,5,6,1,6,6,1,7,7,5,1,7,1,4,6,7,3,1,1,6,1,5,6,5,6,1,1,7,6,7,1,6,6,7,3,4,2,6,1,1,2,6,6,7,5,4,5,2,6,6,1,7,7,5,5,5,3,2,7,3,3,4
180,1,33,3,1,4,2,1,2,4,1,2,4,7,4,5,5,1,5,4,3,4,3,1,1,1,1,1,4,1,1,1,1,1,1,5,4,1,1,1,4,1,1,7,4,1,4,1,1,4,6,2,1,4,1,5,1,1,3,2,1,5,3,5,1,1,1,2, ,5,2,5,1,1,5,4,1,7,1,1,6,1
182,1,33,5,4,6,6,1,6,6,1,3,6,2,6,1,2,3,4,6,6,6,7,3,6,6,4,5,4,2,3,6,6,6,7,6,4,2,5,7,1,5,6,4,4,2,1,5,6,6,1,6,6,7,5,6,4,4,3,6,5,6,4,2,4,5,5,2,6,7,6,5,4,4,2,5,5,5,5,4,4,5
221,1,33,2,2,6,3,2,2,3,2,6,5,5,4,5,2,6,2,4,6,4,2,2,3,1,6,4,3,2,2,3,4,4,2,7,3,3,3,3,4,3,3,6,5,2,3,6,3,5,4,3,4,3,3,2,5,5,4,3,1,5,7,5,3,2,2,5,4,3,4,2,2,4,2,7,4,6,4,3,2,5
251,1,33,6,3,7,6,1,5,5,2,3,7,3,6,7,4,3,6,6,7,7,5,2,4,5,6,6,7,7,4,3,5,3,6,6,3,1,2,5,4,6,7,6,5,2,1,7,6,6,4,6,5,5,7,5,6,4,2,6,5,4,6,5,3,6,7,3,5,6,1,6,6,6,7,3,6,3,6,7,5,4
43,2,32,5,3,5,5,2,3,5,6,3,6,6,5,5,2,3,6,5,6,6,5,5,6,6,6,5,5,3,6,6,6,6,5,6,1,7,7,6,6,7,3,5,6,5,5,6,6,5,6,6,6,5,6,5,6, ,3,2,7,6,7,6,7,7,6,6,6,7,3,5,2,6,7,7,6,1,6,6,7,6
49,2,32,2,2,6,1,2,6,2,1,6,1,6,4,6,2,6,6,2,2,5,2,2,5,2,2,4,6,4,2,2,2,2,6,6,3,2,4,5,1,2,2,5,5,2,1,2,4,5,2,2,2,5,5,5,2,2,3,3,2,5,5,5,2,2,2,2,4,5,2,4,2,2,5,4,2,5,2,2,5,2
54,2,32,6,6,6,6,2,2,6,6,6,2,6,6,6,2,2,6,6,6,6,6,3,5,2,2,6,2,3,2,5,1,5,5,6,2,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,2,2,6,6,6,5,3,4,4,1,1,5,4,4,3,6,5,5,5,2,6,3,5,2
72,2,32,3,5,6,5,1,1,4,1,4,3,7,3,5,2,4,5,2,5,3,5,1,6,6,4,4,5,5,4,5,4,1,5,6,5,1,1,6,1,1,2,5,4,1,1,5,4,6,4,5,4,5,3,2,1,1,3,1,5,5,6,7,5,3,1,2,4,5,1,6,5,2,5,2,2,6,3,2,2,2
75,2,32,1,1,7,2,1,4,7,1,2,1,7,5,7,1,1,7,2,7,2,6,1,7,1,1,1,7,2,3,1,1,1,1,6,2,1,1,1,1,3,3,6,7,1,1,1,5,4,1,1,1,6,1,1,1,1,2,1,1,4,3,1,1,1,1,1,1,1,1,1,2,1,6,1,1,2,1,1,4,3
89,2,32,6,5,7,7,1,2,6,4,3,7,5,5,7,4,2,6,3,6,5,7,4,6,2,1,5,7,5,2,4,1,4,2,5,2,2,2,6,2,1,6,2,7,4,1,6,1,6,6,4,2,7,6,6,3,3,3,3,4,7,5,2,1,1,2,5,1,5,2,5,4,6,5,6,4,2,2,1,4,1
100,2,32,3,1,5,5,1,5,3,1,4,1,4,4,5,4,3,5,4,3,4,4,1,4,5,3,4,4,3,2,3,3,1,4,5,3,1,1,6,4,2,5,4,4,1,4,3,5,5,1,4,2,5,5,5,2,2,3,3,2,4,4,4,1,3,1,2,2,2,3,2,3,5,5,2,2,3,2,2,4,2
106,2,32,2,1,7,2,1,1,2,1,7,1,7,3,7,1,2,6,5,5,6,2,1,6,2,1,7,6,1,2,2,2,1,5,7,5,1,1,6,2,2,2,6,5,1,2,1,2,6,2,2,2,3,2,6,2,2,2,1,2,7,7,2,1,2,1,2,2,2,1,6,6,2,2,7,3,5,2,2,2,2
114,2,32,5,6,5,3,5,3,5,5,4,4,6,5,5,2,4,5,5,6,6,5,6,5,6,6,2,5,4,4,5,5,6,5,5,2,5,6,6,5,6,2,6,6,5,6,5,5,5,6,6,5,5,4,4,5,6,3,3,6,6,6,4,4,5,5,5,4,5,3,4,2,4,5,6,5,3,6,5,5,5
139,1,32,5,6,5,4,3,2,5,4,3,6,5,5,4,3,2,5,6,7,5,6,5,6,6,5,2,6,3,6,6,5,5,6,5,2,5,6,5,6,5,2,5,6,5,6,5,4,5,6,6,5,4,5,6,5,4,3,2,5,5,4,5,6,6,5,5,5,6,1,7,2,6,6,5,5,3,6,6,4,4
140,1,32,6,5,4,6,3,4,5,6,3,4,5,4,5,2,3,4,3,5,4,6,4,5,5,6,3,3,4,5,6,7,5,6,5,4,5,6,7,6,5,4,5,6,7,6,5,4,5,6,5,4,5,6,5,6,5,4,3,6,5,4,5,3,4,3,4,5,6,1,5,4,4,5,6,7,3,3,3,4,6
156,1,32,1,1,6,1,1,1,6,1,7,1,7,6,7,7,6,6,4,6,7,6,1,6,6,1,7,7,4,4,4,1,1,7,7,1,1,4,5,4,4,4,6,7,1,4,5,6,6,4,4,4,7,4,6,4,4,4,4,6,4,4,4,4,5,4,2,5,4,4,4,3,1,5,4,4,5,4,4,4,2
166,1,32,2,5,6,2,2,3,6,4,4,5,6,3,5,6,6,3,2,2,3,2,2,3,2,3,7,2,5,2,2,3,2,3,6,6,3,2,3,2,2,4,4,4,2,2,2,4,6,3,5,2,3,2,6,4,2,5,6,2,3,2,2,3,2,2,3,2,2,6,3,4,2,1,2,2,6,2,3,2,2
181,1,32,2,2,5,5,1,7,2,2,2,1,6,2,6,4,1,5,4,3,7,3,1,1,4,2,4,4,7,2,7,2,3,4,4,5,4,5,6,4,4,5,4,4,4,4,6,4,6,6,5,4,6,4,6,4,5,4,2,2,1,4,4,4,4,2,3,4,4,4,4,5,1,2,1,2,4,4,2,3,1
213,1,32,1,1,6,1,1,1,4,4,1,1,1,4,6,7,1,7,1,1,4,4,7,1,1,1,2,6,7,1,7,1,1,1,7,3,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,4,6,1,1,1,1,1,3,7,1,1,1,1,1,1,5,6,2,1,4,1,1,4,1,7,1,1,7,1
225,1,32,5,6,5,4,3,2,5,4,2,7,5,4,5,2,1,5,6,5,4,3,5,6,5,4,5,4,3,6,7,6,5,6,5,2,4,5,6,7,6, ,4,5,6,6,4,4,5,6,7,6,5,4,5,6,7,2,3,4,3,4,5,6,7,6,5,4,5,1,6,3,4,6,6,5,4,5,6,5,4
230,1,32,1,1,7,5,1,1,7,1,3,7,7,7,7,1,2,6,4,7,7,7,1,6,6,2,3,7,1,5,1,1,1,4,5,2,1,5,6,4,4,4,5,7,1,4,1,5,6,6,1,6,7,1,7,7,7,2,2,4,5,5,4,4,3,4,5,3,5,4,5,2,2,2,6,2,2,2,2,2,2
244,1,32,6,3,3,5,5,6,4,4,6,4,3,3,3,4,3,3,4,3,2,5,3,4,3,5,5,5,5,4,4,4,5,4,3,5,3,5,4,3,4,5,3,4,4,6,4,3,4,4,5,4,4,5,5,3,3,5,5,3,2,3,6,2,3,2,4,2,5,5,2,4,5,3,4,4,5,5,5,3,3
66,2,31,2,3,7,5,1,2,6,2,5,3,5,3,5,2,1,5,5,2,6,3,2,6,1,6,3,6,2,2,2,5,3,5,7,1,1,2,5,2,6,2,5,6,1,1,2,6,5,5,2,3,5,2,7,5,4,3,1,4,5,6,5,5,2,5,1,2,5,3,5,3,3,3,5,2,2,3,5,5,1
69,2,31,5,2,7,3,1,4,3,1,6,2,7,2,4,3,5,4,2,2,4,5,4,5,1,1,1,5,2,2,6,1,1,1,6,5,1,1,5,1,1,4,1,7,1,1,1,1,1,1,1,1,7,1,5,1,1,2,2,4,5,5,1,1,4,2,1,1,1,4,5,7,1,5,1,4,5,5,2,4,1
84,2,31,3,3,5,6,6,3,6,2,5,3,2,4,2,3,6,5,5,3,6,5,2,5,2,6,4,2,2,2,5,5,2,6,6,2,6,2,2,4,5,5,2,4,6,3,2,5,6,2,4,3,2,3,6,6,5,5,3,5,3,4,2,5,5,7,3,4,2,3,5,5,3,5,3,2,3,6,4,2,3
115,2,31,2,1,5,5,1,6,5,1,4,1,7,2,7,5,2,7,4,4,5,6,1,7,1,1,7,6,7,1,1,1,1,2,6,3,1,1,6,4,1,6,5,6,1,2,1,4,4,1,1,1,5,5,5,6,1,2,3,1,7,6,2,1,2,1,3,1,5,5,5,3,4,5,3,4,3,5,4,4,2
121,2,31,2,5,7,7,2,3,3,1,2,5,6,1,7,3,1,3,1,3,3,6,1,6,3,3,4,5,6,1,5,2,1,3,5,1,1,1,7,2,1,5,3,6,1,3,2,1,3,5,4,2,6,5,5,1,1,3,3,5,5,3,5,7,1,3,5,2,5,5,6,5,5,6,1,1,1,1,4,4,1
136,2,31,2,6,6,6,2,2,6,6,2,6,6,2,6,2,2,6,2,2,6,6,6,6,6,2,2,6,6,2,2,2,2,2,6,2,2,2,6,2,2,6,2,6,2,2,2,2,6,2,2,2,6,6,6,2,2,2,2,2,6,2,2,2,2,2,2,2,6,2,2,2,2,2,6,2,2,2,2,2,2
149,1,31,4,4,7,1,3,7,7,1,3,4,7,6,7,5,4,5,1,4,4,6,1,5,7,1,4,7,4,1,4,4,1,4,7,4,1,1,4,1,1,1,4,7,1,1,1,5,4,1,1,1,7,1,1,1,1,7,1,1,1,4,1,1,1,4,1,1,1,1,4,7,1,1,1,4,1,1,1,4,1
176,1,31,6,1,7,3,1,3,5,1,4,1,5,5,7,5,2,7,6,5,4,5,1,4,1,1,3,5,1,2,2,2,4,2,5,2,2,5,5,2,5,1,7,6,1,1,1,4,4,1,5,3,7,5,7,1,4,3,3,2,5,7,1,3,3,2,2,2,3,1,6,3,1,1,6,1,4,1,1,4,1
178,1,31,5,6,5,6,2,3,2,5,1,2,5,5,6,3,1,5,2,1,1,1,5,1,5,7,2,6,1,1,5,1,1,5,2,1,1,1,7,5,6,1,6,1,1,1,6,5,6,7,1,1,6,2,5,5,6,1,2,7,4,5,6,5,1,1,1,1,2,3,6,1,6,7,6,1,1,1,1,7,1
194,1,31,6,2,6,5,2,3,4,4,5,4,5,5,6,4,3,6,4,6,5,6,3,6,4,3,4,5,4,3,5,3,4,5,6,5,2,5,6,2,4,3,6,6,3,3,5,5,6,3,4,4,7,5,4,4,5,3,3,5,4,5,3,3,3,3,2,4,3,3,4,3,5,5,5,4,3,5,3,5,4
240,1,31,3,3,5,5,4,4,4,2,4,3,5,3,5,3,3,3,3,3,5,4,3,3,3,3,3,5,3,3,3,3,3,3,5,3,4,4,5,3,3,2,4,4,3,3,2,3,5,4,4,4,4,3,5,2,3,3,2,4,6,4,5,4,3,5,3,4,4,2,5,3,3,3,6,3,3,4,3,5,4
17,2,30,1,1,6,4,1,1,5,1,7,1,7,2,7,1,2,7,4,1,3,1,1,7,1,1,7,5,1,1,1,1,1,1,7,1,1,1,7,1,1,1,5,2,1,1,1,3,1,1,1,1,6,5,5,1,1,2,1,1,5,6,1,1,1,1,1,1,1,2,2,2,1,5,1,1,2,1,1,1,1
102,2,30,6,5,5,5,3,3,3,3,5,3,5,3,4,4,4,4,3,3,4,4,6,4,5,4,5,3,4,4,4,4,5,4,4,4,5,3,3,4,3,4,5,5,5,4,4,4,4,4,4,4,6,4,4,5,5,4,5,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5
129,2,30,4,3,3,4,1,4,5,2,4,5,7,3,4,5,4,7,5,5,7,3,2,2,2,3,6,6,2,2,1,2,4,2,7,4,4,2,3,1,3,1,7,3,4,1,1,6,6,2,1,2,4,5,6,2,2,4,1,2,4,6,2,2,2,1,1,2,4,1,3,6,2,2,2,1,4,2,1,5,2
130,2,30,3,1,6,5,1,1,4,1,3,2,7,5,7,2,2,3,4,4,5,5,1,5,1,4,2,5,2,2,1,4,1,4,6,2,1,1,6,5,3,4,4,6,1,7,1,4,5,2,1,2,5,4,7,1,1,2,5,1,2,4,5,7,2,1,6,1,1,4,1,2,2,3,1,1,2,1,1,1,4
169,1,30,6,6,4,5,2,3,4,6,3,4,5,4,5,2,3,5,4,3,5,3,4,2,4,3,4,3,4,4,4,5,5,4,3,4,4,4,4,4,4,3,4,4,5,4,5,5,4,4,4,3,4,5,4,6,4,4,2,4,4,4,6,6,6,6,6,6,6,3,4,2,6,5,6,6,2,5,4,4,3
189,1,30,3,2,1,2,2,7,6,2,6,2,2,2,7,6,1,2,2,1,7,2,2,2,2,2,7,1,6,1,1,1,2,2,7,6,2,2,2,1,1,7,2,1,1,2,1,3,2,2,2,1,3,2,2,2,3,6,6,2,2,1,3,2,2,1,3,2,1,7,2,6,3,2,1,1,7,1,2,2,1
223,1,30,2,1,6,1,4,3,2,1,3,1,7,3,6,1,2,7,1,1,5,4,1,1,2,1,4,1,1,1,3,1,6,2,2,7,1,5,1,1,1,1,1,2,6,7,1,1,5,1,1,1,6,2,7,3,1,1,1,1,1,1,7,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,4,1
234,1,30,4,3,5,5,2,3,5,2,5,4,6,5,6,3,4,6,5,5,6,5,3,5,5,4,5,6,5,5,6,5,3,5,5,5,2,3,6,3,4,3,5,6,3,2,5,5,6,3,2,5,6,3,6,2,5,2,2,3,5,6,2,3,3,4,2,2,4,3,5,3,5,3,5,3,2,2,2,4,5
247,1,30,7,5,6,5,3,4,4,3,4,5,4,4,3,3,3,4,5,3,7,4,5,4,5,6,3,5,2,5,4,6,5,4,6,3,5,6,5,5,6,2,6,5,6,6,5,6,6,4,7,6,5,6,3,6,6,3,2,5,5,6,4,5,5,4,5, ,5,3,7, ,5,3,5,4,3,6,7,5,6
248,1,30,5,4,6,3,2,5,4,3,2,5,5,3,6,3,2,5,2,4,5,5,3,4,6,2,3,5,2,2,4,3,5,5,5,4,3,6,5,2,3,3,2,6,3,2,5,2,5,3,3,4,5,6,5,3,3,3,2,4,5,6,5,4,2,3,4,2,5,2,5,2,2,4,5,3,4,4,5,7,2
250,1,30,4,4,5,2,4,4,6,2,6,3,4,3,5,4,4,3,4,4,3,5,4,4,6,4,5,5,4,4,3,4,6,3,4,4,3,4,4,3,3,5,5,4,3,5,4,4,5,4,3,4,4,3,4,3,5,4,3,3,4,4,4,4,5,3,3,4,5,4,4,4,5,4,2,4,4,3,5,4,4
265,1,30,5,5,4,6,4,2,3,5,5,5,3,2,6,4,1,6,6,2,5,5,6,5,7,2,5,5,5,5,6,6,5,6,3,3,5,6,5,3,2,5,5,6,5,3,5,3,5,6,7,5,5,6,5,5,5,2,1,6,7,5,2,7,1,5,3,5,5,4,6,3,2,7,7,6,2,5,4,3,2
267,1,30,6,1,6,4,2,4,5,5,5,2,6,3,6,3,3,7,2,3,5,5,1,5,2,2,5,3,1,1,2,2,4,5,5,4,1,2,4,4,4,6,5,6,4,4,3,6,4,1,1,1,6,3,5,1,4,2,2,2,2,5,3,1,2,2,1,1,4,7,1,3,2,5,5,2,3,1,1,1,2
11,2,29,6,4,5,4,2,3,5,6,3,5,4,3,4,3,3,4,5,5,4,5,6,5,6,5,3,6,2,5,6,7,7,7,6,1,6,6,6,5,5,2,6,5,5,6,6,5,6,6,5,5,4,5,5,6,6,2,3,5,7,4,6,5,6,5,5,6,7,1,7,2,4,5,5,4,3,5,6,5,6
47,2,29,2,2,6,2,2,3,4,2,5,5,6,5,5,3,3,5,3,2,5,4,2,5,5,4,3,5,3,2,3,2,4,2,6,2,2,2,5,4,3,2,3,4,3,3,5,2,3,5,6,2,6,1,5,2,4,3,4,5,5,4,6,4,5,5,6,5,4,3,4,5,4,4,3,3,4,3,5,3,2
55,2,29,7,3,6,5,2,2,5,2,4,3,6,5,7,3,3,6,5,5,6,5,2,6,5,3,3,5,6,5,5,3,2,5,6,2,2,5,6,3,3,5,5,5,2,3,5,5,6,3,3,5,5,5,6,3,3,5,2,3,3,6,3,3,5,5,3,3,6,2,5,5,6,5,3,3,5,2,3,3,6
82,2,29,2,1,4,4,2,4,6,1,4,1,6,2,5,4,1,5,3,2,5,4,1,4,4,1,1,5,4,1,5,2,3,2,6,2,1,1,6,2,1,5,2,4,1,2,2,2,5,2,2,2,5,2,6,5,2,2,2,2,6,5,2,2,2,2,2,2,6,2,2,2,3,5,2,2,2,6,2,2,2
144,1,29,5,5,4,6,3,4,5,5,2,4,5,6,5,4,4,5,6,5,4,5,5,4,5,5,2,5,4,6,6,5,4,5,6,3,4,5,6,5,4,3,5,6,5,6,5,4,5,6,4,5,6,5,6,6,4,4,3,6,6,5,5,6,5,5,6,4,5,3,5,2,5,4,5,6,3,6,5,6,5
153,1,29,5,1,5,2,2,6,2,5,4,3,6,7,5,5,3,6,6,5,6,5,6,7,5,2,3,7,5,1,6,3,2,4,6,6,2,3,6,2,6,1,4,5,4,4,7,4,4,3,5,3,5,3,7,6,7,7,4,6,7,6,4,6,7,3,4,2,5,2,5,6,2,6,7,6,4,5,6,6,3
177,1,29,1,1,5,2,1,4,6,3,4,4,7,5,6,2,2,6,2,3,2,6,1,3,2,1,6,4,2,1,1,1,1,3,5,1,1,2,2,3,1,3,4,6,1,1,1,4,2,4,1,1,6,1,6,1,1,3,3,2,2,6,5,1,1,1,1,1,2,1,2,1,1,4,1,1,1,1,1,4,1
232,1,29,7,7,7,5,1,2,7,6,3,7,7,7,5,2,4,7,7,5,6,5,6,6,4,5,3,6,1,7,6,7,7,7,6,1,5,6,2,7,7,3,5,7,6,7,7,7,5,6,6,7,6,5,7,5,7,2,2,3,6,6,7,7,4,6,3,5, , ,1,2,3,1,2,2,2,5,1,2,6
235,1,29,3,3,4,3,4,4,3,4,5,4,5,4,5,3,4,5,5,5,5,4,4,5,5,5,4,5,4,5,5,4,5,5,6,3,5,6,5,5,6,5,5,5,4,5,5,4,5,4,5,5,4,5,4,5,5,3,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,5,4,5,3,5,4,5,5
262,1,29,5,4,4,3,3,4,5,2,4,4,6,4,5,2,2,5,5,4,6,3,2,3,5,2,6,5,3,3,2,2,3,2,5,3,3,5,6,5,4,5,3,4,5,5,2,2,6,2,3,3,4,6,6,2,2,2,3,2,3,6,5,2,2,2,5,3,6,4,3,3,2,6,5,2,2,2,2,2,2
266,1,29,5,3,5,5,3,3,4,3,5,1,6,5,6,6,3,7,6,4,5,4,2,5,4,4,6,5,6,4,5,4,2,4,7,5,2,5,5,4,2,3,6,6,2,4,5,5,5,2,1,5,6,4,6,2,2,5,3,3,4,6,4,2,5,2,3,2,5,4,6,6,4,5,5,3,5,3,2,5,4
13,2,28,2,1,6,1,2,2,6,1,7,1,1,5,5,3,3,5,5,5,5,5,1,5,1,4,4,5,3,4,1,5,1,1,6,2,1,1,5,1,1,4,5,5,1,1,1,6,5,1,1,1,1,2,5,4,4,4,3,4,4,4,4,4,5,4,2,4,3,5,3,5,4,5,5,4,4,4,4,4,4
15,2,28,1,1,6,1,2,3,6,1,7,1,1,5,5,7,7,6,4,5,5,5,1,5,3,1,7,6,2,4,1,5,1,1,5,3,4,4,4,3,4,4,5,6,1,1,1,6,4,1,1,1,5,1,5,4,3,5,4,4,4,4,4,4,4,4,3,3,5,3,4,4,3,5,4,4,4,4,4,3,5
20,2,28,2,1,6,2,2,2,7,1,7,1,1,6,6,4,3,5,5,5,6,6,1,5,5,1,6,1,7,4,1,1,1,5,5,3,1,4,4,3,4,3,6,6,1,1,1,1,4,4,4,5,6,1,5,4,4,4,3,5,4,4,5,5,5,3,3,3,5,4,4,5,3,5,4,4,4,4,4,3,5
25,2,28,5,1,7,5,1,4,6,1,4,1,6,6,6,2,3,1,3,6,2,5,1,5,2,1,7,6,6,1,1,1,1,1,6,4,1,1,5,1,1,7,4,6,1,1,4,1,4,1,4,1,7,1,5,1,1,1,7,1,1,6,1,1,1,3,1,1,1,7,4,7,1,5,4,4,7,1,1,1,1
63,2,28,1,2,6,3,1,4,2,1,3,1,5,2,6,1,3,6,5,3,5,4,1,6,1,1,7,3,7,1,1,1,1,1,5,3,1,1,4,1,1,7,5,6,1,1,1,1,5,1,1,1,5,1,5,1,1,7,7,1,1,5,1,1,1,1,1,1,4,3,5,5,2,2,1,1,3,1,1,6,1
80,2,28,2,2,2,2,3,2,6,5,4,3,6,6,6,6,3,5,4,3,3,4,5,5,2,2,5,6,6,2,6,3,2,4,7,4,3,3,4,4,3,5,6,6,5,5,3,3,6,6,6,6,6,3,4,5,3,5,3,4,2,2,3,2,2,3,2,2,3,5,3,5,2,2,2,3,5,3,3,2,3
109,2,28,3,3,6,5,1,4,2,1,5,4,6,3,6,1,1,4,1,4,6,4,1,3,1,3,7,3,6,3,2,2,2,5,3,6,1,1,4,1,1,3,4,5,1,1,6,4,5,4,5,4,6,5,7,2,3,2,2,1,6,5,2,3,2,5,1,4,5,5,4,4,2,4,6,5,1,3,3,6,2
119,2,28,6,4,4,5,2,3,2,4,7,5,4,4,5,1,7,2,4,3,7,4,4,2,1,1,2,4,1,2,1,1,4,1,6,7,3,6,6,5,1,3,2,4,2,7,1,2,6,2,1,1,4,7,2,1,1,2,3,2,1,7,5,2,7,1,7,1,7,1,1,1,1,1,1,1,7,1,1,6,1
120,2,28,5,4,5,3,1,6,3,2,4,5,5,1,6,1,2,4,1,2,6,5,1,4,6,1,4,5,4,4,4,5,1,4,4,4,1,1,7,3,1,6,4,4,1,1,2,2,6,1,2,5,7,4,7,7,4,3,2,5,7,7,2,5,3,5,1,5,7,3,6,4,4,6,6,2,5,7,4,4,4
134,2,28,6,2,6,5,1,4,6,1,2,7,6,1,6,2,1,6,2,2,1,2,1,2,2,2,4,6,2,1,1,1,1,1,4,2,1,1,6,2,1,1,2,4,1,1,1,1,6,2,1,1,3,6,6,1,1,2,1,1,2,2,5,6,1,6,2,2,6,2,1,3,1,6,2,2,2,1,1,4,1
138,1,28,2,2,7,4,2,3,7,3,3,6,3,6,7,1,3,3,5,5,6,5,3,6,6,5,4,6,6,1,4,5,4,4,5,6,2,3,3,6,3,4,3,6,3,4,2,4,1,6,1,1,5,4,6,3,4,4,5,5,5,5,3,4,1,1,5,4,4,5,1,5,2,3,6,1,3,4,1,5,4
143,1,28,5,4,3,3,4,3,4,3,2,4,4,4,6,3,3,4,3,5,4,5,6,3,3,3,3,4,4,6,3,5,6,4,4,3,3,4,3,4,4,1,6,5,4,3,6,4,6,5,3,6,4,5,5,6,3,2,3,7,5,7,7,4,4,4,6,3,3,5,5,1,6,6,6,4,2,3,3,4,5
